Guangzhou_observed_weighted_mean,Shenzhen_observed_weighted_mean,Delta_obs,Guangzhou_predicted_weighted_mean,Shenzhen_predicted_weighted_mean,Delta_pred,Residual_gap,Explained_share_observed,SHAP_sum_check,SHAP_minus_Delta_pred,N_Guangzhou,N_Shenzhen,N_total,Scenario,Scenario_name,Model_mode,Use_sample_weight_training,Decomposition_model_fit
88.4570072362774,157.1363629143774,68.67935568,95.4754187777795,153.99288787834783,58.517469100568334,10.16188657753166,0.8520387025009319,58.517414681726414,-5.44E-05,11170,25099,36269,2060 SSP5-8.5,2060_rcp85,package,TRUE,all_cleaned_samples
