FID,BuildingID,landUseTyp,Area,Fheight,Fnum,Height,Age,LandNum,Cluster,Centre
82677,304933542.0,Commercial,496.7701,3.0,5,15.0,2010.0,3,13.0,-1.0
82678,304933543.0,Commercial,496.8254,3.0,5,15.0,2010.0,3,13.0,-1.0
82679,304933544.0,Commercial,496.9177,3.0,5,15.0,2010.0,3,13.0,-1.0
82680,304933545.0,Commercial,1193.6338,3.0,5,15.0,2010.0,3,13.0,-1.0
82681,304933549.0,Commercial,1076.5232,3.0,5,15.0,2010.0,3,13.0,-1.0
82684,304933559.0,Commercial,324.7628,3.0,5,15.0,2010.0,3,13.0,-1.0
82685,304933562.0,Commercial,498.3156,3.0,5,15.0,2010.0,3,13.0,-1.0
82686,304933563.0,Commercial,1279.9798,3.0,4,12.0,2010.0,3,4.0,-1.0
82687,304933564.0,Commercial,574.5116,3.0,7,21.0,2010.0,3,9.0,-1.0
82688,304933565.0,Commercial,636.7278,3.0,7,21.0,2010.0,3,9.0,-1.0
82689,304933566.0,Commercial,639.2387,3.0,7,21.0,2010.0,3,9.0,-1.0
82690,304933567.0,Commercial,808.7067,3.0,7,21.0,2010.0,3,9.0,-1.0
82691,304933568.0,Commercial,906.2029,3.0,7,21.0,2010.0,3,9.0,-1.0
82692,304933569.0,Commercial,1115.6978,3.0,7,21.0,2010.0,3,9.0,-1.0
82693,304933574.0,Commercial,790.1671,3.0,7,21.0,2010.0,3,9.0,-1.0
82694,304933575.0,Commercial,82.8975,3.0,7,21.0,2010.0,3,9.0,-1.0
82695,304933576.0,Commercial,1341.7289,3.0,7,21.0,2010.0,3,9.0,-1.0
82697,304933578.0,Commercial,57.6256,3.0,2,6.0,2010.0,3,10.0,-1.0
82700,304933583.0,Commercial,589.0558,3.0,7,21.0,2010.0,3,9.0,-1.0
82702,304933585.0,Commercial,174.3738,3.0,7,21.0,2010.0,3,9.0,-1.0
82703,304933586.0,Commercial,124.4092,3.0,7,21.0,2010.0,3,9.0,-1.0
82704,304933590.0,Commercial,4375.3115,3.0,5,15.0,2010.0,3,14.0,-1.0
82705,304933593.0,Commercial,763.8551,3.0,4,12.0,2010.0,3,4.0,-1.0
82706,304933595.0,Commercial,220.3836,3.0,4,12.0,2010.0,3,4.0,-1.0
82707,304933596.0,Commercial,235.9712,3.0,4,12.0,2010.0,3,4.0,-1.0
82708,304933597.0,Commercial,308.3166,3.0,4,12.0,2010.0,3,4.0,-1.0
82709,304933598.0,Commercial,307.6722,3.0,4,12.0,2010.0,3,4.0,-1.0
82710,304933599.0,Commercial,283.057,3.0,5,15.0,2010.0,3,13.0,-1.0
82711,304933600.0,Commercial,318.8124,3.0,4,12.0,2010.0,3,4.0,-1.0
82712,304933601.0,Commercial,274.9973,3.0,5,15.0,2010.0,3,13.0,-1.0
82713,304933602.0,Commercial,447.0939,3.0,5,15.0,2010.0,3,13.0,-1.0
82714,304933603.0,Commercial,250.3875,3.0,4,12.0,2010.0,3,4.0,-1.0
82715,304933604.0,Commercial,1430.5828,3.0,5,15.0,2010.0,3,13.0,-1.0
82716,304933612.0,Commercial,1512.9092,3.0,4,12.0,2010.0,3,4.0,-1.0
82717,304933615.0,Commercial,340.1291,3.0,5,15.0,2010.0,3,13.0,-1.0
82718,304933616.0,Commercial,562.2784,3.0,4,12.0,2010.0,3,4.0,-1.0
82719,304933617.0,Commercial,1241.842,3.0,4,12.0,2010.0,3,4.0,-1.0
82720,304933618.0,Commercial,1035.4846,3.0,5,15.0,2010.0,3,13.0,-1.0
82721,304933623.0,Commercial,419.1337,3.0,5,15.0,2010.0,3,13.0,-1.0
82722,304933624.0,Commercial,690.484,3.0,4,12.0,2010.0,3,4.0,-1.0
82723,304933625.0,Commercial,843.5184,3.0,5,15.0,2010.0,3,13.0,-1.0
82724,304933627.0,Commercial,533.198,3.0,4,12.0,2010.0,3,4.0,-1.0
82726,544988772.0,Commercial,513.7598,3.0,5,15.0,2005.0,3,3.0,-1.0
82727,544988773.0,Commercial,592.5984,3.0,6,18.0,2005.0,3,3.0,-1.0
82728,544988774.0,Commercial,770.3919,3.0,5,15.0,2005.0,3,3.0,-1.0
82729,544991151.0,Commercial,325.8788,3.0,5,15.0,2000.0,3,7.0,-1.0
82730,544991152.0,Commercial,658.2778,3.0,5,15.0,2005.0,3,3.0,-1.0
82731,544991153.0,Commercial,173.6824,3.0,5,15.0,2005.0,3,3.0,-1.0
82732,544991154.0,Commercial,80.9837,3.0,5,15.0,2005.0,3,3.0,-1.0
82733,544991155.0,Commercial,302.3712,3.0,6,18.0,2005.0,3,3.0,-1.0
82734,544991342.0,Commercial,916.3559,3.0,4,12.0,2005.0,3,3.0,-1.0
82736,544991344.0,Commercial,913.5781,3.0,6,18.0,2005.0,3,3.0,-1.0
82737,544991345.0,Commercial,529.0481,3.0,4,12.0,2005.0,3,3.0,-1.0
82738,544991346.0,Commercial,1032.229,3.0,6,18.0,2005.0,3,3.0,-1.0
82739,544991347.0,Commercial,1076.6908,3.0,4,12.0,2005.0,3,3.0,-1.0
82740,544991348.0,Commercial,1090.294,3.0,6,18.0,2005.0,3,3.0,-1.0
82741,544991349.0,Commercial,586.2681,3.0,5,15.0,2005.0,3,3.0,-1.0
82742,544991350.0,Commercial,717.6823,3.0,5,15.0,2005.0,3,3.0,-1.0
82743,544991351.0,Commercial,717.7087,3.0,6,18.0,2005.0,3,3.0,-1.0
82744,544991352.0,Commercial,965.554,3.0,4,12.0,2005.0,3,3.0,-1.0
82745,544991353.0,Commercial,625.7464,3.0,6,18.0,2005.0,3,3.0,-1.0
82746,544991354.0,Commercial,554.3931,3.0,6,18.0,2005.0,3,3.0,-1.0
82747,544991355.0,Commercial,554.3462,3.0,5,15.0,2005.0,3,3.0,-1.0
82748,544991356.0,Commercial,669.7493,3.0,6,18.0,2005.0,3,3.0,-1.0
82749,544991357.0,Commercial,508.0758,3.0,5,15.0,2005.0,3,3.0,-1.0
82750,544991358.0,Commercial,725.189,3.0,6,18.0,2005.0,3,3.0,-1.0
82751,544991359.0,Commercial,422.1922,3.0,6,18.0,2005.0,3,3.0,-1.0
82752,544991360.0,Commercial,1136.2635,3.0,4,12.0,2005.0,3,3.0,-1.0
82753,544991361.0,Commercial,997.697,3.0,5,15.0,2005.0,3,3.0,-1.0
82754,544991362.0,Commercial,2181.0825,3.0,4,12.0,2005.0,3,3.0,-1.0
82755,544991363.0,Commercial,650.1847,3.0,5,15.0,2005.0,3,3.0,-1.0
82756,544991364.0,Commercial,970.5503,3.0,5,15.0,2005.0,3,3.0,-1.0
82757,544991365.0,Commercial,644.6983,3.0,4,12.0,2005.0,3,3.0,-1.0
82758,544991366.0,Commercial,942.6374,3.0,4,12.0,2005.0,3,3.0,-1.0
82759,544991367.0,Commercial,1224.6365,3.0,4,12.0,2005.0,3,3.0,-1.0
82760,544991368.0,Commercial,763.9001,3.0,4,12.0,2005.0,3,3.0,-1.0
82761,544991369.0,Commercial,593.9571,3.0,4,12.0,2005.0,3,3.0,-1.0
82762,544991370.0,Commercial,1319.4721,3.0,4,12.0,2005.0,3,3.0,-1.0
82763,544991371.0,Commercial,1609.3413,3.0,5,15.0,2005.0,3,3.0,-1.0
82764,544991372.0,Commercial,612.0697,3.0,4,12.0,2005.0,3,3.0,-1.0
82765,544991373.0,Commercial,616.0228,3.0,6,18.0,2005.0,3,3.0,-1.0
82766,544991374.0,Commercial,907.2816,3.0,6,18.0,2005.0,3,3.0,-1.0
82767,544991375.0,Commercial,450.1896,3.0,6,18.0,2005.0,3,3.0,-1.0
82768,544991376.0,Commercial,837.4289,3.0,5,15.0,2005.0,3,3.0,-1.0
82769,544991377.0,Commercial,432.6958,3.0,5,15.0,2005.0,3,3.0,-1.0
82770,544991378.0,Commercial,669.6787,3.0,4,12.0,2005.0,3,3.0,-1.0
82771,544991379.0,Commercial,497.1,3.0,6,18.0,2005.0,3,3.0,-1.0
82772,544991380.0,Commercial,448.7501,3.0,5,15.0,2005.0,3,3.0,-1.0
82773,544991381.0,Commercial,268.8178,3.0,4,12.0,2005.0,3,3.0,-1.0
82774,544991382.0,Commercial,2282.1815,3.0,4,12.0,2005.0,3,3.0,-1.0
82775,544991383.0,Commercial,564.6729,3.0,6,18.0,2005.0,3,3.0,-1.0
82776,544991384.0,Commercial,617.706,3.0,5,15.0,2005.0,3,3.0,-1.0
82777,544991165.0,Commercial,5484.7719,3.0,5,15.0,2000.0,3,7.0,-1.0
82779,544991167.0,Commercial,2057.0307,3.0,5,15.0,2000.0,3,7.0,-1.0
82780,544991168.0,Commercial,162.2267,3.0,5,15.0,2000.0,3,7.0,-1.0
82781,544991170.0,Commercial,292.8906,3.0,5,15.0,2000.0,3,7.0,-1.0
82783,544991173.0,Commercial,1406.4393,3.0,5,15.0,2000.0,3,7.0,-1.0
82784,544991174.0,Commercial,1411.1087,3.0,5,15.0,2000.0,3,7.0,-1.0
82785,544991175.0,Commercial,903.8408,3.0,4,12.0,2000.0,3,7.0,-1.0
82786,544991176.0,Commercial,1216.253,3.0,4,12.0,2000.0,3,7.0,-1.0
82787,544991177.0,Commercial,234.9271,3.0,5,15.0,2000.0,3,7.0,-1.0
82788,544991178.0,Commercial,2280.0087,3.0,4,12.0,2000.0,3,7.0,-1.0
82789,544991182.0,Commercial,3318.1217,3.0,5,15.0,2000.0,3,7.0,-1.0
82790,544991185.0,Commercial,1615.2038,3.0,6,18.0,2000.0,3,7.0,-1.0
82791,544991186.0,Commercial,795.9878,3.0,5,15.0,2000.0,3,7.0,-1.0
82792,544991187.0,Commercial,796.0206,3.0,5,15.0,2000.0,3,7.0,-1.0
82793,544991200.0,Commercial,2492.7935,3.0,6,18.0,2000.0,3,7.0,-1.0
82794,544991201.0,Commercial,3104.1677,3.0,4,12.0,2000.0,3,7.0,-1.0
82796,544991203.0,Commercial,1269.1603,3.0,4,12.0,2000.0,3,7.0,-1.0
82797,544991204.0,Commercial,1223.1581,3.0,5,15.0,2000.0,3,7.0,-1.0
82800,544991207.0,Commercial,1223.567,3.0,5,15.0,2000.0,3,7.0,-1.0
82801,544991208.0,Commercial,919.5892,3.0,6,18.0,2000.0,3,7.0,-1.0
82802,544991211.0,Commercial,892.6614,3.0,5,15.0,2000.0,3,7.0,-1.0
82803,544991212.0,Commercial,153.939,3.0,5,15.0,2000.0,3,7.0,-1.0
82804,544991213.0,Commercial,386.1365,3.0,4,12.0,2000.0,3,7.0,-1.0
82805,544991214.0,Commercial,317.7886,3.0,6,18.0,2000.0,3,7.0,-1.0
82806,544991215.0,Commercial,737.4855,3.0,6,18.0,2000.0,3,7.0,-1.0
82807,544991218.0,Commercial,1431.0069,3.0,6,18.0,2000.0,3,7.0,-1.0
82808,544991223.0,Commercial,558.0028,3.0,6,18.0,2000.0,3,7.0,-1.0
82809,544996489.0,Commercial,640.3531,3.0,5,15.0,2000.0,3,7.0,-1.0
82810,544996490.0,Commercial,1272.517,3.0,5,15.0,2000.0,3,7.0,-1.0
82811,544996491.0,Commercial,1463.0319,3.0,4,12.0,2000.0,3,7.0,-1.0
82812,544996492.0,Commercial,529.58,3.0,5,15.0,2000.0,3,7.0,-1.0
82836,544991254.0,Commercial,332.6639,3.0,6,18.0,2000.0,3,7.0,-1.0
82837,544991260.0,Commercial,2211.5862,3.0,6,18.0,2000.0,3,7.0,-1.0
82838,544991264.0,Commercial,740.7198,3.0,5,15.0,2000.0,3,7.0,-1.0
82839,544991270.0,Commercial,1077.879,3.0,5,15.0,2000.0,3,7.0,-1.0
82840,544991273.0,Commercial,680.2593,3.0,4,12.0,2000.0,3,7.0,-1.0
82841,544991274.0,Commercial,651.9801,3.0,6,18.0,2000.0,3,7.0,-1.0
82842,544991275.0,Commercial,679.3375,3.0,6,18.0,2000.0,3,7.0,-1.0
82843,544991276.0,Commercial,687.0514,3.0,4,12.0,2000.0,3,7.0,-1.0
82844,544991285.0,Commercial,1307.7697,3.0,4,12.0,2000.0,3,7.0,-1.0
82845,544991288.0,Commercial,636.7997,3.0,5,15.0,2000.0,3,7.0,-1.0
82846,544991302.0,Commercial,3336.8496,3.0,4,12.0,2005.0,3,3.0,-1.0
82847,544991303.0,Commercial,4208.6453,3.0,5,15.0,2005.0,3,3.0,-1.0
82848,544991304.0,Commercial,1222.5738,3.0,6,18.0,2005.0,3,3.0,-1.0
82849,544991305.0,Commercial,1024.1925,3.0,5,15.0,2005.0,3,3.0,-1.0
82850,544991306.0,Commercial,3262.2254,3.0,5,15.0,2005.0,3,3.0,-1.0
82851,544991307.0,Commercial,755.7586,3.0,6,18.0,2005.0,3,3.0,-1.0
82852,544991308.0,Commercial,1069.322,3.0,4,12.0,2005.0,3,3.0,-1.0
82855,544991325.0,Commercial,989.4496,3.0,4,12.0,2005.0,3,3.0,-1.0
82856,544991326.0,Commercial,707.484,3.0,6,18.0,2005.0,3,3.0,-1.0
82857,544991329.0,Commercial,468.8576,3.0,5,15.0,2005.0,3,3.0,-1.0
82858,544991330.0,Commercial,758.5901,3.0,6,18.0,2005.0,3,3.0,-1.0
82859,544996546.0,Commercial,427.9759,3.0,4,12.0,2010.0,3,4.0,-1.0
82860,544996547.0,Commercial,115.4852,3.0,5,15.0,2010.0,3,13.0,-1.0
82861,544996548.0,Commercial,115.3286,3.0,4,12.0,2010.0,3,4.0,-1.0
82862,544996549.0,Commercial,143.5193,3.0,5,15.0,2010.0,3,13.0,-1.0
82863,544996564.0,Commercial,296.9618,3.0,5,15.0,2010.0,3,13.0,-1.0
82864,544996565.0,Commercial,599.1555,3.0,4,12.0,2010.0,3,4.0,-1.0
82865,544996566.0,Commercial,933.3193,3.0,5,15.0,2010.0,3,13.0,-1.0
82866,544996567.0,Commercial,743.7298,3.0,5,15.0,2010.0,3,13.0,-1.0
82867,544996568.0,Commercial,851.8435,3.0,4,12.0,2010.0,3,4.0,-1.0
82868,545001030.0,Commercial,346.4724,3.0,5,15.0,2005.0,3,3.0,-1.0
82869,545001031.0,Commercial,344.2127,3.0,4,12.0,2005.0,3,3.0,-1.0
82870,544996487.0,Commercial,512.1787,3.0,5,15.0,2010.0,3,13.0,-1.0
82871,544999999.0,Commercial,519.0541,3.0,4,12.0,2005.0,3,3.0,-1.0
82872,545000502.0,Commercial,747.6703,3.0,6,18.0,2005.0,3,3.0,-1.0
82873,545000505.0,Commercial,421.5476,3.0,4,12.0,2005.0,3,3.0,-1.0
82874,545000506.0,Commercial,601.9675,3.0,5,15.0,2005.0,3,3.0,-1.0
82875,545001052.0,Commercial,495.7001,3.0,6,18.0,2005.0,3,3.0,-1.0
82901,548465483.0,Commercial,402.1128,3.0,4,12.0,2000.0,3,7.0,-1.0
82936,548466565.0,Commercial,750.1555,3.0,5,15.0,2005.0,3,3.0,-1.0
82937,548466566.0,Commercial,435.4544,3.0,5,15.0,2005.0,3,3.0,-1.0
82955,548462357.0,Commercial,596.2673,3.0,5,15.0,2005.0,3,3.0,-1.0
82967,2137976626.0,Commercial,157.7488,3.0,6,18.0,2000.0,3,7.0,-1.0
82969,2137976632.0,Commercial,120.5143,3.0,4,12.0,2005.0,3,3.0,-1.0
82972,2137976635.0,Commercial,2577.7421,3.0,10,30.0,2005.0,3,3.0,-1.0
82973,2137976636.0,Commercial,284.4422,3.0,4,12.0,2005.0,3,3.0,-1.0
82979,2137976690.0,Commercial,412.1851,3.0,20,60.0,2000.0,3,12.0,-1.0
82984,2137976712.0,Commercial,104.9754,3.0,4,12.0,2010.0,3,4.0,-1.0
82985,2137976713.0,Commercial,2389.9006,3.0,5,15.0,2010.0,3,14.0,-1.0
82989,2137976717.0,Commercial,403.7977,3.0,7,21.0,2010.0,3,9.0,-1.0
82990,2137976718.0,Commercial,173.815,3.0,2,6.0,2010.0,3,10.0,-1.0
82994,2137976787.0,Commercial,130.3143,3.0,12,36.0,2005.0,3,3.0,-1.0
82995,2137976788.0,Commercial,648.1262,3.0,5,15.0,2005.0,3,3.0,-1.0
82996,2137976809.0,Commercial,1484.8201,3.0,6,18.0,1995.0,3,8.0,-1.0
82997,2137976810.0,Commercial,1484.2411,3.0,6,18.0,1995.0,3,8.0,-1.0
82998,2137976811.0,Commercial,1485.0307,3.0,6,18.0,1995.0,3,8.0,-1.0
83003,2137976740.0,Commercial,169.0736,3.0,13,39.0,2005.0,3,3.0,-1.0
83004,2137976800.0,Commercial,469.516,3.0,13,39.0,2005.0,3,3.0,-1.0
83006,2137976840.0,Commercial,12131.4485,3.0,8,24.0,2000.0,3,7.0,-1.0
83007,2137976844.0,Commercial,300.8925,3.0,7,21.0,2000.0,3,7.0,-1.0
83008,2137976852.0,Commercial,507.121,3.0,6,18.0,2005.0,3,3.0,-1.0
83010,2137976869.0,Commercial,5947.1426,3.0,5,15.0,2005.0,3,3.0,-1.0
83011,2137976870.0,Commercial,6377.1472,3.0,5,15.0,2005.0,3,3.0,-1.0
83012,2137976863.0,Commercial,6071.5384,3.0,10,30.0,2010.0,3,9.0,-1.0
83018,2137976946.0,Commercial,2198.172,3.0,4,12.0,2005.0,3,3.0,-1.0
83021,2137976920.0,Commercial,640.8792,3.0,5,15.0,2005.0,3,3.0,-1.0
83024,2137976925.0,Commercial,131.5386,0.0,0,6.0,2015.0,3,15.0,-1.0
83025,2137976940.0,Commercial,352.301,3.0,4,12.0,2000.0,3,7.0,-1.0
83026,2137976959.0,Commercial,83.7118,3.0,5,15.0,2000.0,3,7.0,-1.0
83029,2137976981.0,Commercial,593.2666,3.0,4,12.0,2008.0,3,6.0,-1.0
83030,2137977002.0,Commercial,796.5875,3.0,4,12.0,2010.0,3,4.0,-1.0
83031,2137977012.0,Commercial,1023.3016,3.0,5,15.0,2000.0,3,7.0,-1.0
83033,2137977019.0,Commercial,374.3145,3.0,6,18.0,2005.0,3,3.0,-1.0
83034,2137977020.0,Commercial,2879.9184,3.0,5,15.0,2005.0,3,3.0,-1.0
83035,2137977021.0,Commercial,974.2647,3.0,6,18.0,2005.0,3,3.0,-1.0
83036,2137977022.0,Commercial,275.5632,3.0,6,18.0,2005.0,3,3.0,-1.0
83037,2137977023.0,Commercial,332.2452,3.0,15,45.0,2005.0,3,3.0,-1.0
83038,2137977025.0,Commercial,2098.0305,3.0,9,27.0,2005.0,3,3.0,-1.0
83039,2137977029.0,Commercial,179.4342,3.0,5,15.0,2000.0,3,7.0,-1.0
83040,2137977032.0,Commercial,110.8915,3.0,4,12.0,2000.0,3,7.0,-1.0
83041,2137977037.0,Commercial,82.9279,3.0,5,15.0,2010.0,3,13.0,-1.0
83042,2137977038.0,Commercial,217.0749,3.0,8,24.0,1995.0,3,8.0,-1.0
83043,2137977044.0,Commercial,1324.2834,3.0,5,15.0,2015.0,3,15.0,-1.0
83045,2137977046.0,Commercial,970.1572,3.0,5,15.0,2010.0,3,13.0,-1.0
83046,2137977123.0,Commercial,171.4342,3.0,5,15.0,2010.0,3,13.0,-1.0
83047,2137977124.0,Commercial,81.3785,3.0,4,12.0,2010.0,3,4.0,-1.0
83048,2137977181.0,Commercial,137.7444,3.0,7,21.0,2015.0,3,15.0,-1.0
83049,2137977182.0,Commercial,683.1009,3.0,6,18.0,2015.0,3,15.0,-1.0
83050,2137977178.0,Commercial,926.0332,3.0,7,21.0,2015.0,3,15.0,-1.0
83051,2137977179.0,Commercial,279.7177,3.0,7,21.0,2015.0,3,15.0,-1.0
83052,2137977316.0,Commercial,328.3184,3.0,5,15.0,2005.0,3,3.0,-1.0
83054,2137977319.0,Commercial,227.9098,4.0,4,16.0,2005.0,3,3.0,-1.0
83055,2137977213.0,Commercial,794.3846,3.0,5,15.0,2010.0,3,13.0,-1.0
83056,2137977214.0,Commercial,136.0567,3.0,5,15.0,2010.0,3,13.0,-1.0
83057,2137977215.0,Commercial,344.9445,3.0,5,15.0,2010.0,3,13.0,-1.0
83058,2137977216.0,Commercial,106.5372,3.0,5,15.0,2010.0,3,13.0,-1.0
83059,2137977217.0,Commercial,182.9392,3.0,5,15.0,2010.0,3,13.0,-1.0
83060,2137977218.0,Commercial,1063.5107,3.0,6,18.0,2005.0,3,3.0,-1.0
83061,2137977224.0,Commercial,1248.3976,3.0,5,15.0,2005.0,3,3.0,-1.0
83062,2137977225.0,Commercial,386.2881,3.0,5,15.0,2010.0,3,13.0,-1.0
83063,2137977226.0,Commercial,81.737,3.0,5,15.0,2010.0,3,13.0,-1.0
83064,2137977231.0,Commercial,1468.9334,3.0,6,18.0,2005.0,3,3.0,-1.0
83065,2137977232.0,Commercial,431.0371,3.0,18,54.0,2005.0,3,3.0,-1.0
83067,2137977255.0,Commercial,845.5535,3.0,5,15.0,2010.0,3,13.0,-1.0
83068,2137977277.0,Commercial,582.7355,3.0,6,18.0,2010.0,3,13.0,-1.0
83069,2137977302.0,Commercial,4842.1973,3.0,6,18.0,2005.0,3,3.0,-1.0
83072,85372689.0,Commercial,140.0685,3.0,1,3.0,1990.0,3,11.0,-1.0
83075,85372692.0,Commercial,702.0313,3.0,6,18.0,1990.0,3,8.0,-1.0
83076,85372693.0,Commercial,1278.8695,3.0,4,12.0,1990.0,3,8.0,-1.0
83077,85372694.0,Commercial,435.6639,3.0,4,12.0,1990.0,3,8.0,-1.0
83080,85372697.0,Commercial,421.4011,3.0,5,15.0,1990.0,3,8.0,-1.0
83083,85372651.0,Commercial,275.3308,3.0,5,15.0,1990.0,3,8.0,-1.0
83087,85372676.0,Commercial,387.7085,3.0,5,15.0,1990.0,3,8.0,-1.0
83088,85372677.0,Commercial,155.4197,3.0,1,3.0,1990.0,3,11.0,-1.0
83089,85372678.0,Commercial,372.6669,3.0,5,15.0,1990.0,3,8.0,-1.0
83091,85372739.0,Commercial,287.7281,3.0,4,12.0,2000.0,3,7.0,-1.0
83092,85372740.0,Commercial,358.5269,3.0,4,12.0,2000.0,3,7.0,-1.0
83093,85372741.0,Commercial,697.2144,3.0,6,18.0,2000.0,3,7.0,-1.0
83095,85372743.0,Commercial,336.9026,3.0,4,12.0,2000.0,3,7.0,-1.0
83098,85372746.0,Commercial,325.5764,3.0,5,15.0,2000.0,3,7.0,-1.0
83099,85372714.0,Commercial,549.1575,3.0,18,54.0,2000.0,3,12.0,-1.0
83101,85372700.0,Commercial,933.575,3.0,6,18.0,1990.0,3,8.0,-1.0
83108,85414226.0,Commercial,390.2796,4.0,14,56.0,2005.0,3,3.0,-1.0
83119,85414238.0,Commercial,673.043,3.0,7,21.0,2000.0,3,7.0,-1.0
83131,85414252.0,Commercial,238.3098,3.0,4,12.0,2000.0,3,7.0,-1.0
83132,85414253.0,Commercial,236.4601,3.0,4,12.0,2000.0,3,7.0,-1.0
83133,85414254.0,Commercial,235.2085,3.0,4,12.0,2000.0,3,7.0,-1.0
83136,85414257.0,Commercial,478.717,4.0,14,56.0,2005.0,3,3.0,-1.0
83137,85414258.0,Commercial,390.0149,4.0,14,56.0,2005.0,3,3.0,-1.0
83143,85414264.0,Commercial,550.5217,3.0,5,15.0,2005.0,3,3.0,-1.0
83144,85414265.0,Commercial,142.3537,3.0,1,3.0,2005.0,3,3.0,-1.0
83147,85414268.0,Commercial,368.9613,3.0,5,15.0,2005.0,3,3.0,-1.0
83156,85414278.0,Commercial,295.1857,3.0,4,12.0,2005.0,3,3.0,-1.0
83162,85414284.0,Commercial,562.6465,3.0,4,12.0,2005.0,3,3.0,-1.0
83165,85414287.0,Commercial,674.4621,3.0,5,15.0,2005.0,3,3.0,-1.0
83187,85414330.0,Commercial,820.5035,3.0,4,12.0,2005.0,3,3.0,-1.0
83188,85414331.0,Commercial,397.8313,3.0,4,12.0,2005.0,3,3.0,-1.0
83190,85414333.0,Commercial,91.6458,3.0,1,3.0,2005.0,3,3.0,-1.0
83191,85414334.0,Commercial,246.6322,3.0,5,15.0,2005.0,3,3.0,-1.0
83192,85414335.0,Commercial,302.7198,3.0,5,15.0,2005.0,3,3.0,-1.0
83194,85414337.0,Commercial,911.0531,3.0,5,15.0,2005.0,3,3.0,-1.0
83196,85414339.0,Commercial,989.9651,3.0,6,18.0,2005.0,3,3.0,-1.0
83199,85414342.0,Commercial,158.1151,3.0,5,15.0,2005.0,3,3.0,-1.0
83200,85414343.0,Commercial,194.5246,3.0,4,12.0,2005.0,3,3.0,-1.0
83207,85414381.0,Commercial,298.1265,3.0,16,48.0,2000.0,3,12.0,-1.0
83208,85414382.0,Commercial,547.6215,3.0,16,48.0,2000.0,3,12.0,-1.0
83211,85414385.0,Commercial,322.9311,3.0,6,18.0,2005.0,3,3.0,-1.0
83220,85414394.0,Commercial,618.9987,3.0,5,15.0,2000.0,3,7.0,-1.0
83229,85414403.0,Commercial,690.8462,3.0,5,15.0,2000.0,3,7.0,-1.0
83230,85414404.0,Commercial,713.1803,3.0,14,42.0,2000.0,3,12.0,-1.0
83232,85414406.0,Commercial,456.2894,3.0,6,18.0,2000.0,3,7.0,-1.0
83233,85414407.0,Commercial,452.9118,3.0,6,18.0,2000.0,3,7.0,-1.0
83234,85414408.0,Commercial,473.8585,3.0,4,12.0,2000.0,3,7.0,-1.0
83236,85414410.0,Commercial,298.1377,3.0,16,48.0,2000.0,3,12.0,-1.0
83238,85414412.0,Commercial,421.2011,3.0,6,18.0,2000.0,3,7.0,-1.0
83243,85414417.0,Commercial,497.8977,3.0,6,18.0,2000.0,3,7.0,-1.0
83244,85414418.0,Commercial,306.0889,3.0,16,48.0,2000.0,3,12.0,-1.0
83247,85414739.0,Commercial,1010.0286,3.0,24,72.0,2005.0,3,1.0,-1.0
83254,85414660.0,Commercial,427.6261,3.0,17,51.0,2000.0,3,12.0,-1.0
83260,85372722.0,Commercial,376.7577,3.0,6,18.0,2000.0,3,7.0,-1.0
83266,85414560.0,Commercial,239.1064,3.0,5,15.0,2005.0,3,3.0,-1.0
83267,85414561.0,Commercial,156.9021,3.0,5,15.0,2005.0,3,3.0,-1.0
83272,85414566.0,Commercial,291.3376,3.0,4,12.0,2005.0,3,3.0,-1.0
83284,85414578.0,Commercial,346.3166,3.0,4,12.0,2005.0,3,3.0,-1.0
83298,85414592.0,Commercial,129.1405,3.0,3,9.0,2000.0,3,5.0,-1.0
83299,85414593.0,Commercial,245.8122,3.0,7,21.0,2000.0,3,7.0,-1.0
83300,85414594.0,Commercial,349.1695,3.0,7,21.0,2000.0,3,7.0,-1.0
83301,85414595.0,Commercial,488.8509,3.0,7,21.0,2000.0,3,7.0,-1.0
83302,85414596.0,Commercial,282.6409,3.0,6,18.0,2000.0,3,7.0,-1.0
83303,85414597.0,Commercial,606.2431,3.0,6,18.0,2000.0,3,7.0,-1.0
83304,85414598.0,Commercial,517.6077,3.0,7,21.0,2000.0,3,7.0,-1.0
83305,85414446.0,Commercial,1698.7797,3.0,13,39.0,2000.0,3,12.0,-1.0
83317,85414519.0,Commercial,172.0832,3.0,5,15.0,2005.0,3,3.0,-1.0
83321,85414523.0,Commercial,216.7543,3.0,4,12.0,2005.0,3,3.0,-1.0
83342,85414969.0,Commercial,396.9387,3.0,6,18.0,2000.0,3,7.0,-1.0
83346,85414973.0,Commercial,569.3856,3.0,6,18.0,2000.0,3,7.0,-1.0
83354,85415298.0,Commercial,380.8235,3.0,5,15.0,2005.0,3,3.0,-1.0
83358,85415302.0,Commercial,203.3384,3.0,4,12.0,2005.0,3,3.0,-1.0
83359,85415303.0,Commercial,818.4102,3.0,6,18.0,2005.0,3,3.0,-1.0
83360,85415305.0,Commercial,380.8189,3.0,6,18.0,2005.0,3,3.0,-1.0
83361,85415306.0,Commercial,170.1337,3.0,6,18.0,2005.0,3,3.0,-1.0
83362,85415307.0,Commercial,174.9264,3.0,6,18.0,2005.0,3,3.0,-1.0
83363,85415308.0,Commercial,595.6306,3.0,6,18.0,2005.0,3,3.0,-1.0
83364,85415309.0,Commercial,527.8344,3.0,6,18.0,2005.0,3,3.0,-1.0
