FID,BuildingID,landUseTyp,Area,Fheight,Fnum,Height,Age,LandNum,Cluster,Centre
15714,85383560.0,Commercial,95.9911,3.0,1,3.0,1990.0,3,11.0,-1.0
15715,85383561.0,Commercial,159.7842,3.0,1,3.0,1990.0,3,11.0,-1.0
15716,85383562.0,Commercial,170.255,3.0,1,3.0,1990.0,3,11.0,-1.0
15717,85383563.0,Commercial,90.6098,3.0,1,3.0,1990.0,3,11.0,-1.0
15718,85383564.0,Commercial,91.5872,3.0,1,3.0,1990.0,3,11.0,-1.0
15721,85383567.0,Commercial,104.141,3.0,1,3.0,1990.0,3,11.0,-1.0
15724,85383570.0,Commercial,70.5555,3.0,2,6.0,1990.0,3,11.0,-1.0
15730,85383576.0,Commercial,517.7488,3.0,6,18.0,1990.0,3,8.0,-1.0
15731,85383577.0,Commercial,62.1421,3.0,1,3.0,1990.0,3,11.0,-1.0
15733,85383580.0,Commercial,140.8624,3.0,1,3.0,1990.0,3,11.0,-1.0
15734,85383581.0,Commercial,147.852,3.0,1,3.0,1990.0,3,11.0,-1.0
15738,85383587.0,Commercial,116.5358,3.0,1,3.0,1990.0,3,11.0,-1.0
15739,85383589.0,Commercial,66.8052,3.0,1,3.0,1990.0,3,11.0,-1.0
15740,85383590.0,Commercial,104.2704,3.0,1,3.0,1990.0,3,11.0,-1.0
15741,85383591.0,Commercial,297.9737,3.0,4,12.0,1990.0,3,8.0,-1.0
15742,85383592.0,Commercial,91.01,3.0,1,3.0,1990.0,3,11.0,-1.0
15743,85383593.0,Commercial,462.7029,3.0,4,12.0,1990.0,3,8.0,-1.0
15748,85383599.0,Commercial,1324.6024,3.0,4,12.0,1990.0,3,8.0,-1.0
15749,85383613.0,Commercial,2347.4552,3.0,5,15.0,1990.0,3,8.0,-1.0
15750,85383614.0,Commercial,837.3247,3.0,5,15.0,1990.0,3,8.0,-1.0
15751,85383615.0,Commercial,159.238,3.0,1,3.0,1990.0,3,11.0,-1.0
15752,85383616.0,Commercial,175.8007,3.0,1,3.0,1990.0,3,11.0,-1.0
15753,85383617.0,Commercial,176.0102,3.0,1,3.0,1990.0,3,11.0,-1.0
15755,85383619.0,Commercial,62.0433,3.0,1,3.0,1990.0,3,11.0,-1.0
15756,85383620.0,Commercial,105.555,3.0,1,3.0,1990.0,3,11.0,-1.0
15758,85383622.0,Commercial,75.3173,3.0,1,3.0,1990.0,3,11.0,-1.0
15759,85383623.0,Commercial,89.1558,3.0,1,3.0,1990.0,3,11.0,-1.0
15760,85383624.0,Commercial,59.5359,3.0,1,3.0,1990.0,3,11.0,-1.0
15761,85383625.0,Commercial,129.9501,3.0,1,3.0,1990.0,3,11.0,-1.0
15764,85383628.0,Commercial,161.1172,3.0,1,3.0,1990.0,3,11.0,-1.0
15765,85383629.0,Commercial,66.0767,3.0,1,3.0,1990.0,3,11.0,-1.0
15766,85383630.0,Commercial,83.8614,3.0,1,3.0,1990.0,3,11.0,-1.0
15767,85383631.0,Commercial,65.4505,3.0,1,3.0,1990.0,3,11.0,-1.0
15768,85383632.0,Commercial,88.521,3.0,1,3.0,1990.0,3,11.0,-1.0
15770,85383634.0,Commercial,90.5367,3.0,1,3.0,1990.0,3,11.0,-1.0
15772,85383636.0,Commercial,197.0883,3.0,1,3.0,1990.0,3,11.0,-1.0
15773,85383637.0,Commercial,65.9416,3.0,1,3.0,1990.0,3,11.0,-1.0
15774,85383638.0,Commercial,56.3627,3.0,1,3.0,1990.0,3,11.0,-1.0
15775,85383639.0,Commercial,77.2793,3.0,1,3.0,1990.0,3,11.0,-1.0
15776,85383640.0,Commercial,142.5279,3.0,1,3.0,1990.0,3,11.0,-1.0
15779,85383643.0,Commercial,75.5876,3.0,1,3.0,1990.0,3,11.0,-1.0
15785,85383651.0,Commercial,125.0429,3.0,1,3.0,1990.0,3,11.0,-1.0
15787,85383654.0,Commercial,93.29,3.0,1,3.0,1990.0,3,11.0,-1.0
15788,85383655.0,Commercial,93.2864,3.0,1,3.0,1990.0,3,11.0,-1.0
15789,85383656.0,Commercial,93.2829,3.0,1,3.0,1990.0,3,11.0,-1.0
15791,85383658.0,Commercial,93.5318,3.0,1,3.0,1990.0,3,11.0,-1.0
15793,85383660.0,Commercial,93.2757,3.0,1,3.0,1990.0,3,11.0,-1.0
15794,85383662.0,Commercial,76.9512,3.0,1,3.0,1990.0,3,11.0,-1.0
15795,85383663.0,Commercial,658.3489,3.0,5,15.0,1990.0,3,8.0,-1.0
15800,85383668.0,Commercial,179.1011,3.0,1,3.0,1990.0,3,11.0,-1.0
15802,85383670.0,Commercial,120.6834,3.0,1,3.0,1990.0,3,11.0,-1.0
15805,85383673.0,Commercial,108.0538,3.0,1,3.0,1990.0,3,11.0,-1.0
15806,85383674.0,Commercial,71.7704,3.0,1,3.0,1990.0,3,11.0,-1.0
15807,85383675.0,Commercial,73.748,3.0,1,3.0,1990.0,3,11.0,-1.0
15808,85383677.0,Commercial,57.9964,3.0,1,3.0,1990.0,3,11.0,-1.0
15812,85383683.0,Commercial,59.1711,3.0,1,3.0,1990.0,3,11.0,-1.0
15813,85383684.0,Commercial,383.6245,3.0,5,15.0,1990.0,3,8.0,-1.0
15814,85383685.0,Commercial,352.9935,3.0,5,15.0,1990.0,3,8.0,-1.0
15815,85383686.0,Commercial,71.2962,3.0,1,3.0,1990.0,3,11.0,-1.0
15816,85383687.0,Commercial,83.3976,3.0,1,3.0,1990.0,3,11.0,-1.0
15824,85383695.0,Commercial,95.4209,3.0,1,3.0,1990.0,3,11.0,-1.0
15828,85383700.0,Commercial,77.9926,3.0,1,3.0,1990.0,3,11.0,-1.0
15831,85383703.0,Commercial,53.871,3.0,1,3.0,1990.0,3,11.0,-1.0
15833,85383705.0,Commercial,82.3808,3.0,1,3.0,1990.0,3,11.0,-1.0
15834,85383706.0,Commercial,70.0519,3.0,1,3.0,1990.0,3,11.0,-1.0
15837,85383709.0,Commercial,63.5346,3.0,1,3.0,1990.0,3,11.0,-1.0
15838,85383710.0,Commercial,128.5953,3.0,1,3.0,1990.0,3,11.0,-1.0
15840,85383712.0,Commercial,50.9431,3.0,1,3.0,1990.0,3,11.0,-1.0
15844,85383717.0,Commercial,99.4348,3.0,1,3.0,1990.0,3,11.0,-1.0
15846,85383720.0,Commercial,52.1753,3.0,1,3.0,1990.0,3,11.0,-1.0
15848,85383722.0,Commercial,57.5033,3.0,1,3.0,1990.0,3,11.0,-1.0
15849,85383723.0,Commercial,95.8823,3.0,1,3.0,1990.0,3,11.0,-1.0
15853,85383730.0,Commercial,83.5735,3.0,1,3.0,1990.0,3,11.0,-1.0
15855,85383732.0,Commercial,66.3944,3.0,1,3.0,1990.0,3,11.0,-1.0
15858,85383735.0,Commercial,109.042,3.0,1,3.0,1990.0,3,11.0,-1.0
15860,85383738.0,Commercial,62.617,3.0,1,3.0,1990.0,3,11.0,-1.0
15861,85383739.0,Commercial,135.5502,3.0,1,3.0,1990.0,3,11.0,-1.0
15862,85383742.0,Commercial,74.8447,3.0,1,3.0,1990.0,3,11.0,-1.0
15866,85383746.0,Commercial,63.9373,3.0,1,3.0,1990.0,3,11.0,-1.0
15868,85383748.0,Commercial,184.4119,3.0,1,3.0,1990.0,3,11.0,-1.0
15870,85383753.0,Commercial,88.9292,3.0,1,3.0,1990.0,3,11.0,-1.0
15871,85383754.0,Commercial,121.5133,3.0,1,3.0,1990.0,3,11.0,-1.0
15872,85383755.0,Commercial,82.0954,3.0,1,3.0,1990.0,3,11.0,-1.0
15873,85383756.0,Commercial,496.7961,3.0,4,12.0,1990.0,3,8.0,-1.0
15874,85383757.0,Commercial,114.2814,3.0,1,3.0,1990.0,3,11.0,-1.0
15875,85383758.0,Commercial,52.0198,3.0,1,3.0,1990.0,3,11.0,-1.0
15878,85383762.0,Commercial,139.9143,3.0,1,3.0,1990.0,3,11.0,-1.0
15882,85383766.0,Commercial,55.7692,3.0,1,3.0,1990.0,3,11.0,-1.0
15883,85383767.0,Commercial,66.2824,3.0,1,3.0,1990.0,3,11.0,-1.0
15884,85383768.0,Commercial,62.5369,3.0,1,3.0,1990.0,3,11.0,-1.0
15888,85383772.0,Commercial,77.4562,3.0,1,3.0,1990.0,3,11.0,-1.0
15891,85383776.0,Commercial,167.6213,3.0,1,3.0,1990.0,3,11.0,-1.0
15895,85383780.0,Commercial,89.1867,3.0,1,3.0,1990.0,3,11.0,-1.0
15897,85383782.0,Commercial,109.4896,3.0,1,3.0,1990.0,3,11.0,-1.0
15898,85383783.0,Commercial,161.4573,3.0,1,3.0,2000.0,3,5.0,-1.0
15901,85383786.0,Commercial,100.8427,3.0,1,3.0,1990.0,3,11.0,-1.0
15904,85383789.0,Commercial,170.2837,3.0,1,3.0,1990.0,3,11.0,-1.0
15905,85383790.0,Commercial,51.5216,3.0,1,3.0,1990.0,3,11.0,-1.0
15906,85383791.0,Commercial,171.8786,3.0,1,3.0,1990.0,3,11.0,-1.0
15907,85383792.0,Commercial,77.3246,3.0,1,3.0,1990.0,3,11.0,-1.0
15911,85383797.0,Commercial,74.7464,3.0,1,3.0,1990.0,3,11.0,-1.0
15914,85383800.0,Commercial,71.8354,3.0,1,3.0,1990.0,3,11.0,-1.0
15916,85383802.0,Commercial,56.709,3.0,1,3.0,1990.0,3,11.0,-1.0
15918,85383805.0,Commercial,53.9267,3.0,1,3.0,1990.0,3,11.0,-1.0
15919,85383807.0,Commercial,83.6121,3.0,1,3.0,1990.0,3,11.0,-1.0
15921,85383809.0,Commercial,85.6,3.0,1,3.0,1990.0,3,11.0,-1.0
15923,85383811.0,Commercial,53.6577,3.0,1,3.0,1990.0,3,11.0,-1.0
15927,85383815.0,Commercial,100.6521,3.0,1,3.0,2000.0,3,5.0,-1.0
15930,85383447.0,Commercial,166.4829,3.0,1,3.0,2000.0,3,5.0,-1.0
15934,85424190.0,Commercial,1532.1446,3.0,6,18.0,2005.0,3,3.0,-1.0
15937,85424193.0,Commercial,197.7504,3.0,2,6.0,2005.0,3,3.0,-1.0
15939,85424257.0,Commercial,184.1906,3.0,6,18.0,2005.0,3,3.0,-1.0
15943,85424234.0,Commercial,289.0477,3.0,4,12.0,2005.0,3,3.0,-1.0
15944,85424235.0,Commercial,249.6928,3.0,6,18.0,2005.0,3,3.0,-1.0
15945,85424236.0,Commercial,777.883,3.0,6,18.0,2005.0,3,3.0,-1.0
15946,85424237.0,Commercial,350.878,3.0,6,18.0,2005.0,3,3.0,-1.0
15947,85424238.0,Commercial,334.1163,3.0,4,12.0,2005.0,3,3.0,-1.0
15955,348001272.0,Commercial,263.3177,3.0,5,15.0,2000.0,3,7.0,-1.0
15973,548442964.0,Commercial,967.8745,3.0,9,27.0,2000.0,3,12.0,-1.0
15980,2137976596.0,Commercial,137.9565,3.0,8,24.0,1995.0,3,8.0,-1.0
15981,2137976601.0,Commercial,551.5529,3.0,5,15.0,1995.0,3,8.0,-1.0
15982,2137976619.0,Commercial,182.5041,3.0,15,45.0,1990.0,3,8.0,-1.0
15983,2137976620.0,Commercial,182.3534,3.0,15,45.0,1990.0,3,8.0,-1.0
15984,2137976621.0,Commercial,182.4413,3.0,15,45.0,1990.0,3,8.0,-1.0
15993,2137976648.0,Commercial,1901.0747,3.0,4,12.0,1995.0,3,8.0,-1.0
16001,2137976722.0,Commercial,2096.4734,3.0,15,45.0,2000.0,3,12.0,-1.0
16004,2137976850.0,Commercial,177.0355,3.0,10,30.0,1998.0,3,12.0,-1.0
16006,2137976862.0,Commercial,180.8999,3.0,4,12.0,1990.0,3,8.0,-1.0
16015,2137976980.0,Commercial,153.1566,3.0,6,18.0,2005.0,3,3.0,-1.0
16016,2137977306.0,Commercial,7894.2477,3.0,4,12.0,2000.0,3,7.0,-1.0
16020,85371805.0,Commercial,320.1565,3.0,6,18.0,2005.0,3,3.0,-1.0
16021,85371806.0,Commercial,153.3917,3.0,2,6.0,2005.0,3,3.0,-1.0
16023,85371808.0,Commercial,811.2217,3.0,4,12.0,2005.0,3,3.0,-1.0
16024,85371809.0,Commercial,492.1821,3.0,6,18.0,2005.0,3,3.0,-1.0
16025,85371813.0,Commercial,230.2771,3.0,6,18.0,2005.0,3,3.0,-1.0
16026,85371814.0,Commercial,161.2752,3.0,2,6.0,2005.0,3,3.0,-1.0
16029,85371861.0,Commercial,165.3769,3.0,4,12.0,2005.0,3,3.0,-1.0
16030,85371862.0,Commercial,180.0136,3.0,4,12.0,2005.0,3,3.0,-1.0
16035,85371867.0,Commercial,171.8724,3.0,3,9.0,2005.0,3,3.0,-1.0
16036,85371868.0,Commercial,150.1219,3.0,3,9.0,2005.0,3,3.0,-1.0
16037,85371869.0,Commercial,169.1664,3.0,3,9.0,2005.0,3,3.0,-1.0
16039,85371871.0,Commercial,1137.0454,3.0,4,12.0,2005.0,3,3.0,-1.0
16041,85371878.0,Commercial,446.0049,3.0,4,12.0,2005.0,3,3.0,-1.0
16042,85371879.0,Commercial,787.0026,3.0,4,12.0,2005.0,3,3.0,-1.0
16046,85371883.0,Commercial,178.5785,3.0,2,6.0,2005.0,3,3.0,-1.0
16047,85371884.0,Commercial,180.6805,3.0,2,6.0,2005.0,3,3.0,-1.0
16048,85372135.0,Commercial,174.6314,3.0,3,9.0,2005.0,3,3.0,-1.0
16049,85372136.0,Commercial,76.6695,3.0,3,9.0,2005.0,3,3.0,-1.0
16050,85372137.0,Commercial,91.6715,3.0,3,9.0,2005.0,3,3.0,-1.0
16052,85372139.0,Commercial,76.6701,3.0,3,9.0,2005.0,3,3.0,-1.0
16053,85372140.0,Commercial,91.6723,3.0,3,9.0,2005.0,3,3.0,-1.0
16057,85372144.0,Commercial,82.4707,3.0,3,9.0,2005.0,3,3.0,-1.0
16058,85372145.0,Commercial,96.4631,3.0,3,9.0,2005.0,3,3.0,-1.0
16059,85372146.0,Commercial,79.1415,3.0,3,9.0,2005.0,3,3.0,-1.0
16060,85372147.0,Commercial,68.8054,3.0,3,9.0,2005.0,3,3.0,-1.0
16061,85372148.0,Commercial,174.4663,3.0,3,9.0,2005.0,3,3.0,-1.0
16062,85372149.0,Commercial,150.9937,3.0,3,9.0,2005.0,3,3.0,-1.0
16065,85372152.0,Commercial,149.3987,3.0,3,9.0,2005.0,3,3.0,-1.0
16066,85372153.0,Commercial,129.44,3.0,3,9.0,2005.0,3,3.0,-1.0
16067,85372154.0,Commercial,136.44,3.0,3,9.0,2005.0,3,3.0,-1.0
16068,85372155.0,Commercial,87.7826,3.0,3,9.0,2005.0,3,3.0,-1.0
16069,85372156.0,Commercial,81.7352,3.0,3,9.0,2005.0,3,3.0,-1.0
16070,85372157.0,Commercial,97.9005,3.0,3,9.0,2005.0,3,3.0,-1.0
16071,85372158.0,Commercial,133.7315,3.0,3,9.0,2005.0,3,3.0,-1.0
16072,85372159.0,Commercial,76.762,3.0,3,9.0,2005.0,3,3.0,-1.0
16073,85372160.0,Commercial,65.6372,3.0,3,9.0,2005.0,3,3.0,-1.0
16074,85372161.0,Commercial,126.0803,3.0,3,9.0,2005.0,3,3.0,-1.0
16075,85372162.0,Commercial,104.3134,3.0,3,9.0,2005.0,3,3.0,-1.0
16076,85372163.0,Commercial,64.6503,3.0,3,9.0,2005.0,3,3.0,-1.0
16078,85372165.0,Commercial,138.2636,3.0,4,12.0,1990.0,3,8.0,-1.0
16079,85372166.0,Commercial,204.6045,3.0,4,12.0,1990.0,3,8.0,-1.0
16080,85372167.0,Commercial,89.6737,3.0,3,9.0,2005.0,3,3.0,-1.0
16081,85372168.0,Commercial,89.673,3.0,3,9.0,2005.0,3,3.0,-1.0
16084,85372171.0,Commercial,165.3501,3.0,3,9.0,2005.0,3,3.0,-1.0
16085,85372172.0,Commercial,157.9631,3.0,3,9.0,2005.0,3,3.0,-1.0
16086,85372173.0,Commercial,165.7302,3.0,3,9.0,2005.0,3,3.0,-1.0
16087,85372174.0,Commercial,126.0568,3.0,3,9.0,2005.0,3,3.0,-1.0
16088,85372175.0,Commercial,96.1008,3.0,3,9.0,2005.0,3,3.0,-1.0
16089,85372176.0,Commercial,95.9673,3.0,3,9.0,2005.0,3,3.0,-1.0
16090,85372177.0,Commercial,79.5111,3.0,3,9.0,2005.0,3,3.0,-1.0
16091,85372178.0,Commercial,81.6908,3.0,3,9.0,2005.0,3,3.0,-1.0
16093,85372180.0,Commercial,92.0349,3.0,3,9.0,2005.0,3,3.0,-1.0
16094,85372181.0,Commercial,88.3398,3.0,3,9.0,2005.0,3,3.0,-1.0
16095,85372182.0,Commercial,80.2576,3.0,3,9.0,2005.0,3,3.0,-1.0
16096,85372183.0,Commercial,82.1659,3.0,3,9.0,2005.0,3,3.0,-1.0
16098,85372185.0,Commercial,92.1574,3.0,3,9.0,2005.0,3,3.0,-1.0
16099,85372186.0,Commercial,88.5671,3.0,3,9.0,2005.0,3,3.0,-1.0
16100,85372187.0,Commercial,80.2586,3.0,3,9.0,2005.0,3,3.0,-1.0
16101,85372188.0,Commercial,103.8389,3.0,3,9.0,2005.0,3,3.0,-1.0
16104,85372191.0,Commercial,147.066,3.0,3,9.0,2005.0,3,3.0,-1.0
16105,85372192.0,Commercial,150.0818,3.0,3,9.0,2005.0,3,3.0,-1.0
16107,85372194.0,Commercial,180.6501,3.0,3,9.0,2005.0,3,3.0,-1.0
16108,85372195.0,Commercial,80.7177,3.0,3,9.0,2005.0,3,3.0,-1.0
16109,85372196.0,Commercial,101.312,3.0,3,9.0,2005.0,3,3.0,-1.0
16110,85372197.0,Commercial,84.4271,3.0,3,9.0,2005.0,3,3.0,-1.0
16111,85372198.0,Commercial,95.8541,3.0,3,9.0,2005.0,3,3.0,-1.0
16112,85372199.0,Commercial,139.7399,3.0,3,9.0,2005.0,3,3.0,-1.0
16113,85372200.0,Commercial,133.0108,3.0,3,9.0,2005.0,3,3.0,-1.0
16114,85372201.0,Commercial,132.3105,3.0,3,9.0,2005.0,3,3.0,-1.0
16115,85372202.0,Commercial,52.8214,3.0,3,9.0,2005.0,3,3.0,-1.0
16117,85372204.0,Commercial,75.6016,3.0,3,9.0,2005.0,3,3.0,-1.0
16118,85372205.0,Commercial,55.72,3.0,3,9.0,2005.0,3,3.0,-1.0
16119,85372206.0,Commercial,96.0999,3.0,3,9.0,2005.0,3,3.0,-1.0
16120,85372207.0,Commercial,60.3361,3.0,3,9.0,2005.0,3,3.0,-1.0
16121,85372208.0,Commercial,89.5953,3.0,3,9.0,2005.0,3,3.0,-1.0
16122,85372209.0,Commercial,135.4579,3.0,3,9.0,2005.0,3,3.0,-1.0
16123,85372210.0,Commercial,61.9242,3.0,3,9.0,2005.0,3,3.0,-1.0
16124,85372211.0,Commercial,61.9247,3.0,3,9.0,2005.0,3,3.0,-1.0
16125,85372212.0,Commercial,61.9263,3.0,3,9.0,2005.0,3,3.0,-1.0
16126,85372213.0,Commercial,62.1173,3.0,3,9.0,2005.0,3,3.0,-1.0
16127,85372214.0,Commercial,61.9257,3.0,3,9.0,2005.0,3,3.0,-1.0
16128,85372215.0,Commercial,61.9259,3.0,3,9.0,2005.0,3,3.0,-1.0
16129,85372216.0,Commercial,61.9251,3.0,3,9.0,2005.0,3,3.0,-1.0
16130,85372217.0,Commercial,61.9253,3.0,3,9.0,2005.0,3,3.0,-1.0
16131,85372218.0,Commercial,61.9245,3.0,3,9.0,2005.0,3,3.0,-1.0
16132,85372219.0,Commercial,58.9231,3.0,3,9.0,2005.0,3,3.0,-1.0
16133,85372220.0,Commercial,165.6749,3.0,3,9.0,2005.0,3,3.0,-1.0
16134,85372221.0,Commercial,143.3919,3.0,3,9.0,2005.0,3,3.0,-1.0
16135,85372222.0,Commercial,150.8125,3.0,3,9.0,2005.0,3,3.0,-1.0
16136,85372223.0,Commercial,145.9102,3.0,3,9.0,2005.0,3,3.0,-1.0
16137,85372224.0,Commercial,144.9085,3.0,3,9.0,2005.0,3,3.0,-1.0
16138,85372225.0,Commercial,104.9314,3.0,3,9.0,2005.0,3,3.0,-1.0
16139,85372226.0,Commercial,111.993,3.0,3,9.0,2005.0,3,3.0,-1.0
16140,85372227.0,Commercial,118.9157,3.0,3,9.0,2005.0,3,3.0,-1.0
16141,85372228.0,Commercial,105.0501,3.0,3,9.0,2005.0,3,3.0,-1.0
16142,85372229.0,Commercial,129.0503,3.0,3,9.0,2005.0,3,3.0,-1.0
16143,85372230.0,Commercial,119.6138,3.0,3,9.0,2005.0,3,3.0,-1.0
16144,85372231.0,Commercial,116.8814,3.0,3,9.0,2005.0,3,3.0,-1.0
16145,85372232.0,Commercial,128.1553,3.0,3,9.0,2005.0,3,3.0,-1.0
16146,85372233.0,Commercial,125.5585,3.0,3,9.0,2005.0,3,3.0,-1.0
16147,85372234.0,Commercial,112.1259,3.0,3,9.0,2005.0,3,3.0,-1.0
16148,85372235.0,Commercial,61.9251,3.0,3,9.0,2005.0,3,3.0,-1.0
16149,85372236.0,Commercial,61.9249,3.0,3,9.0,2005.0,3,3.0,-1.0
16150,85372237.0,Commercial,61.9246,3.0,3,9.0,2005.0,3,3.0,-1.0
16151,85372238.0,Commercial,77.6356,3.0,3,9.0,2005.0,3,3.0,-1.0
16152,85372239.0,Commercial,61.926,3.0,3,9.0,2005.0,3,3.0,-1.0
16153,85372240.0,Commercial,61.9262,3.0,3,9.0,2005.0,3,3.0,-1.0
16154,85372241.0,Commercial,61.9255,3.0,3,9.0,2005.0,3,3.0,-1.0
16155,85372242.0,Commercial,62.0208,3.0,3,9.0,2005.0,3,3.0,-1.0
16156,85372243.0,Commercial,62.0218,3.0,3,9.0,2005.0,3,3.0,-1.0
16157,85372244.0,Commercial,61.9266,3.0,3,9.0,2005.0,3,3.0,-1.0
16158,85372245.0,Commercial,55.8034,3.0,3,9.0,2005.0,3,3.0,-1.0
16159,85371940.0,Commercial,195.8745,3.0,1,3.0,2005.0,3,3.0,-1.0
16161,85371942.0,Commercial,172.7652,3.0,1,3.0,2005.0,3,3.0,-1.0
16163,85371944.0,Commercial,109.5369,3.0,1,3.0,2005.0,3,3.0,-1.0
16164,85371945.0,Commercial,116.9946,3.0,1,3.0,2005.0,3,3.0,-1.0
16167,85371948.0,Commercial,642.0545,3.0,4,12.0,1990.0,3,8.0,-1.0
16168,85371949.0,Commercial,509.3917,3.0,6,18.0,1990.0,3,8.0,-1.0
16170,85371951.0,Commercial,129.9618,3.0,2,6.0,1990.0,3,11.0,-1.0
16171,85371952.0,Commercial,117.2286,3.0,3,9.0,1990.0,3,11.0,-1.0
16177,85371959.0,Commercial,88.9265,3.0,1,3.0,2005.0,3,3.0,-1.0
16178,85371960.0,Commercial,93.559,3.0,1,3.0,2005.0,3,3.0,-1.0
16179,85371961.0,Commercial,67.1902,3.0,1,3.0,2005.0,3,3.0,-1.0
16180,85371962.0,Commercial,80.8016,3.0,1,3.0,2005.0,3,3.0,-1.0
16181,85371963.0,Commercial,112.4965,3.0,1,3.0,2005.0,3,3.0,-1.0
16182,85371964.0,Commercial,113.7783,3.0,1,3.0,2005.0,3,3.0,-1.0
16183,85371965.0,Commercial,178.5107,3.0,1,3.0,2005.0,3,3.0,-1.0
16184,85371966.0,Commercial,171.8803,3.0,1,3.0,2005.0,3,3.0,-1.0
16185,85371967.0,Commercial,61.6952,3.0,1,3.0,2005.0,3,3.0,-1.0
16186,85371968.0,Commercial,60.863,3.0,1,3.0,2005.0,3,3.0,-1.0
16187,85371969.0,Commercial,90.3194,3.0,1,3.0,2005.0,3,3.0,-1.0
16188,85371970.0,Commercial,62.9881,3.0,1,3.0,2005.0,3,3.0,-1.0
16189,85371971.0,Commercial,66.0271,3.0,1,3.0,2005.0,3,3.0,-1.0
16190,85371972.0,Commercial,80.9231,3.0,1,3.0,2005.0,3,3.0,-1.0
16191,85371973.0,Commercial,55.444,3.0,1,3.0,2005.0,3,3.0,-1.0
16192,85371974.0,Commercial,56.0598,3.0,1,3.0,2005.0,3,3.0,-1.0
16193,85371975.0,Commercial,66.3969,3.0,1,3.0,2005.0,3,3.0,-1.0
16194,85371976.0,Commercial,118.4413,3.0,1,3.0,2005.0,3,3.0,-1.0
16195,85371977.0,Commercial,80.6264,3.0,1,3.0,2005.0,3,3.0,-1.0
16196,85371978.0,Commercial,114.3242,3.0,1,3.0,2005.0,3,3.0,-1.0
16199,85371981.0,Commercial,59.7077,3.0,1,3.0,2005.0,3,3.0,-1.0
16200,85371982.0,Commercial,55.3953,3.0,1,3.0,2005.0,3,3.0,-1.0
16201,85371983.0,Commercial,110.4506,3.0,1,3.0,2005.0,3,3.0,-1.0
16202,85371984.0,Commercial,136.8872,3.0,1,3.0,2005.0,3,3.0,-1.0
16203,85371985.0,Commercial,157.0638,3.0,1,3.0,2005.0,3,3.0,-1.0
16204,85371986.0,Commercial,181.1083,3.0,1,3.0,2005.0,3,3.0,-1.0
16205,85371987.0,Commercial,146.3023,3.0,3,9.0,2005.0,3,3.0,-1.0
16212,85372011.0,Commercial,197.2851,3.0,1,3.0,2005.0,3,3.0,-1.0
16214,85372013.0,Commercial,151.0777,3.0,1,3.0,2005.0,3,3.0,-1.0
16216,85372015.0,Commercial,168.9696,3.0,1,3.0,2005.0,3,3.0,-1.0
16218,85372017.0,Commercial,173.0451,3.0,3,9.0,2005.0,3,3.0,-1.0
16223,85372022.0,Commercial,129.4306,3.0,3,9.0,2005.0,3,3.0,-1.0
16230,85372030.0,Commercial,137.1126,3.0,3,9.0,2005.0,3,3.0,-1.0
16231,85372031.0,Commercial,784.0117,3.0,4,12.0,2005.0,3,3.0,-1.0
16234,85372034.0,Commercial,138.6707,3.0,3,9.0,2005.0,3,3.0,-1.0
16235,85372035.0,Commercial,138.8378,3.0,3,9.0,2005.0,3,3.0,-1.0
16237,85371850.0,Commercial,664.0353,3.0,5,15.0,2005.0,3,3.0,-1.0
16238,85371851.0,Commercial,971.6803,3.0,6,18.0,2005.0,3,3.0,-1.0
16240,85371887.0,Commercial,113.0385,3.0,2,6.0,2005.0,3,3.0,-1.0
16248,85372072.0,Commercial,149.9859,3.0,3,9.0,2005.0,3,3.0,-1.0
16249,85372073.0,Commercial,137.1278,3.0,3,9.0,2005.0,3,3.0,-1.0
16250,85372074.0,Commercial,116.0549,3.0,3,9.0,2005.0,3,3.0,-1.0
16251,85372075.0,Commercial,125.959,3.0,3,9.0,2005.0,3,3.0,-1.0
16252,85372076.0,Commercial,110.3483,3.0,3,9.0,2005.0,3,3.0,-1.0
16253,85372077.0,Commercial,190.2739,3.0,3,9.0,2005.0,3,3.0,-1.0
16254,85372078.0,Commercial,104.7551,3.0,3,9.0,2005.0,3,3.0,-1.0
16255,85372079.0,Commercial,111.08,3.0,3,9.0,2005.0,3,3.0,-1.0
16256,85372080.0,Commercial,80.5232,3.0,3,9.0,2005.0,3,3.0,-1.0
16257,85372081.0,Commercial,88.9474,3.0,3,9.0,2005.0,3,3.0,-1.0
16258,85372082.0,Commercial,88.3734,3.0,3,9.0,2005.0,3,3.0,-1.0
16260,85372084.0,Commercial,84.8285,3.0,3,9.0,2005.0,3,3.0,-1.0
16265,85372102.0,Commercial,145.3123,3.0,3,9.0,2005.0,3,3.0,-1.0
16267,85372310.0,Commercial,99.5087,3.0,3,9.0,2005.0,3,3.0,-1.0
16268,85372311.0,Commercial,108.3857,3.0,3,9.0,2005.0,3,3.0,-1.0
16269,85372312.0,Commercial,92.2754,3.0,3,9.0,2005.0,3,3.0,-1.0
16270,85372313.0,Commercial,100.5911,3.0,3,9.0,2005.0,3,3.0,-1.0
16271,85372314.0,Commercial,184.3896,3.0,3,9.0,2005.0,3,3.0,-1.0
16272,85372315.0,Commercial,118.3925,3.0,3,9.0,2005.0,3,3.0,-1.0
16273,85372316.0,Commercial,121.2771,3.0,3,9.0,2005.0,3,3.0,-1.0
16274,85372317.0,Commercial,55.9739,3.0,3,9.0,2005.0,3,3.0,-1.0
